生产企业,疫苗名称,供应价,省市,申报企业,原产,年份
上海生物制品研究所有限责任公司,流行性感冒病毒裂解疫苗,27.2,新疆维吾尔自治区,上海生物制品研究所有限责任公司,国产,2017
上海生物制品研究所有限责任公司,流行性感冒病毒裂解疫苗,40.0,新疆维吾尔自治区,上海生物制品研究所有限责任公司,国产,2017
上海生物制品研究所有限责任公司,流行性感冒病毒裂解疫苗,47.5,新疆维吾尔自治区,上海生物制品研究所有限责任公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,27.0,新疆维吾尔自治区,长春生物制品研究所有限责任公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,36.0,新疆维吾尔自治区,长春生物制品研究所有限责任公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,47.0,新疆维吾尔自治区,长春生物制品研究所有限责任公司,国产,2017
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,22.0,新疆维吾尔自治区,北京科兴生物制品有限公司,国产,2017
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,25.0,新疆维吾尔自治区,北京科兴生物制品有限公司,国产,2017
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,36.0,新疆维吾尔自治区,北京科兴生物制品有限公司,国产,2017
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,42.0,新疆维吾尔自治区,北京科兴生物制品有限公司,国产,2017
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,20.0,新疆维吾尔自治区,大连雅立峰生物制药有限公司,国产,2017
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,23.0,新疆维吾尔自治区,大连雅立峰生物制药有限公司,国产,2017
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,36.0,新疆维吾尔自治区,大连雅立峰生物制药有限公司,国产,2017
杭州诚丰生物医药有限公司,流行性感冒病毒裂解疫苗,138.0,新疆维吾尔自治区,杭州诚丰生物医药有限公司,国产,2017
华兰生物疫苗有限公司,流行性感冒病毒裂解疫苗,38.0,新疆维吾尔自治区,华兰生物疫苗有限公司,国产,2017
华兰生物疫苗有限公司,流行性感冒病毒裂解疫苗,25.0,新疆维吾尔自治区,华兰生物疫苗有限公司,国产,2017
华兰生物疫苗有限公司,流行性感冒病毒裂解疫苗,44.0,新疆维吾尔自治区,华兰生物疫苗有限公司,国产,2017
SANOFI.PASTEUR.S.A,流行性感冒病毒裂解疫苗,45.0,新疆维吾尔自治区,深圳赛诺菲巴斯德生物制品有限公司,国产,2017
SANOFI.PASTEUR.S.A,流行性感冒病毒裂解疫苗,47.0,新疆维吾尔自治区,深圳赛诺菲巴斯德生物制品有限公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,25.0,新疆维吾尔自治区,长春长生生物科技有限责任公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,30.0,新疆维吾尔自治区,长春长生生物科技有限责任公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,40.0,新疆维吾尔自治区,长春长生生物科技有限责任公司,国产,2017
浙江天元生物药业有限公司,流行性感冒病毒裂解疫苗,33.0,新疆维吾尔自治区,浙江天元生物药业有限公司,国产,2017
浙江天元生物药业有限公司,流行性感冒病毒裂解疫苗,53.0,新疆维吾尔自治区,浙江天元生物药业有限公司,国产,2017
成都康华生物制品有限公司,ACYW135群脑膜炎球菌多糖疫苗,48.0,新疆维吾尔自治区,成都康华生物制品有限公司,国产,2017
北京智飞绿竹生物制药有限公司,ACYW135群脑膜炎球菌多糖疫苗,63.0,新疆维吾尔自治区,北京智飞绿竹生物制药有限公司,国产,2017
华兰生物疫苗有限公司,ACYW135群脑膜炎球菌多糖疫苗,59.0,新疆维吾尔自治区,华兰生物疫苗有限公司,国产,2017
玉溪沃森生物技术有限公司,ACYW135群脑膜炎球菌多糖疫苗,65.0,新疆维吾尔自治区,玉溪沃森生物技术有限公司,国产,2017
长春长生生物科技有限责任公司,ACYW135群脑膜炎球菌多糖疫苗,60.0,新疆维吾尔自治区,长春长生生物科技有限责任公司,国产,2017
浙江天元生物药业有限公司,ACYW135群脑膜炎球菌多糖疫苗,86.0,新疆维吾尔自治区,浙江天元生物药业有限公司,国产,2017
浙江天元生物药业有限公司,ACYW135群脑膜炎球菌多糖疫苗,72.0,新疆维吾尔自治区,浙江天元生物药业有限公司,国产,2017
北京智飞绿竹生物制药有限公司,AC群脑膜炎球菌（结合）b型流感嗜血杆菌（结合）联合疫苗,226.0,新疆维吾尔自治区,北京智飞绿竹生物制药有限公司,国产,2017
罗益（无锡）生物制药有限公司,A群C群脑膜炎球菌多糖结合疫苗,118.0,新疆维吾尔自治区,罗益（无锡）生物制品有限公司,国产,2017
北京智飞绿竹生物制药有限公司,A群C群脑膜炎球菌多糖结合疫苗,78.5,新疆维吾尔自治区,北京智飞绿竹生物制药有限公司,国产,2017
玉溪沃森生物技术有限公司,A群C群脑膜炎球菌多糖结合疫苗,92.0,新疆维吾尔自治区,玉溪沃森生物技术有限公司,国产,2017
北京北生研生物制品有限公司,麻腮风联合减毒活疫苗,76.0,新疆维吾尔自治区,北京北生研生物制品有限公司,国产,2017
上海生物制品研究所有限责任公司,麻腮风联合减毒活疫苗,76.0,新疆维吾尔自治区,上海生物制品研究所有限责任公司,国产,2017
北京北生研生物制品有限公司,麻疹风疹联合减毒活疫苗,40.0,新疆维吾尔自治区,北京北生研生物制品有限公司,国产,2017
北京民海生物科技有限公司,麻疹风疹联合减毒活疫苗,39.5,新疆维吾尔自治区,北京民海生物科技有限公司,国产,2017
上海生物制品研究所有限责任公司,麻疹腮腺炎联合减毒活疫苗,58.0,新疆维吾尔自治区,上海生物制品研究所有限责任公司,国产,2017
浙江卫信生物药业有限公司,腮腺炎减毒活疫苗,46.0,新疆维吾尔自治区,浙江卫信生物药业有限公司,国产,2017
上海生物制品研究所有限责任公司,水痘减毒活疫苗,136.0,新疆维吾尔自治区,上海生物制品研究所有限责任公司,国产,2017
长春祈健生物制品有限公司,水痘减毒活疫苗,136.0,新疆维吾尔自治区,长春祈健生物制品有限公司,国产,2017
长春百克生物科技股份公司,水痘减毒活疫苗,136.0,新疆维吾尔自治区,长春百克生物科技股份公司,国产,2017
长春百克生物科技股份公司,水痘减毒活疫苗,149.8,新疆维吾尔自治区,长春百克生物科技股份公司,国产,2017
长春长生生物科技有限责任公司,水痘减毒活疫苗,148.0,新疆维吾尔自治区,长春长生生物科技有限责任公司,国产,2017
长春长生生物科技有限责任公司,水痘减毒活疫苗,138.0,新疆维吾尔自治区,长春长生生物科技有限责任公司,国产,2017
科园信海（北京）医疗用品贸易有限公司,13价肺炎球菌多糖疫苗,698.0,新疆维吾尔自治区,科园信海（北京）医疗用品贸易有限公司,国产,2017
成都生物制品研究所有限责任公司,23价肺炎球菌多糖疫苗,182.0,新疆维吾尔自治区,成都生物制品研究所有限责任公司,国产,2017
重庆智飞生物制品股份有限公司,23价肺炎球菌多糖疫苗,210.0,新疆维吾尔自治区,重庆智飞生物制品股份有限公司,国产,2017
武汉生物制品研究所有限责任公司,肠道病毒71型灭活疫苗,178.0,新疆维吾尔自治区,武汉生物制品研究有限责任公司,国产,2017
北京科兴生物制品有限公司,肠道病毒71型灭活疫苗,178.0,新疆维吾尔自治区,北京科兴生物制品有限公司,国产,2017
北京科兴生物制品有限公司,肠道病毒71型灭活疫苗,198.0,新疆维吾尔自治区,北京科兴生物制品有限公司,国产,2017
中国医学科学院医学生物学研究所,肠道病毒71型灭活疫苗,168.0,新疆维吾尔自治区,中国医学科学院医学生物研究所,国产,2017
中国医学科学院医学生物学研究所,肠道病毒71型灭活疫苗,188.0,新疆维吾尔自治区,中国医学科学院医学生物研究所,国产,2017
武汉生物制品研究所有限责任公司,乙型脑炎减毒活疫苗,37.0,新疆维吾尔自治区,武汉生物制品研究有限责任公司,国产,2017
辽宁成大生物股份有限公司,乙型脑炎灭活疫苗,70.0,新疆维吾尔自治区,辽宁成大生物股份有限公司,国产,2017
上海联合赛尔生物工程有限公司,重组B亚单位/菌体霍乱疫苗,66.0,新疆维吾尔自治区,上海联合赛尔生物工程有限公司,国产,2017
上海联合赛尔生物工程有限公司,重组B亚单位/菌体霍乱疫苗,86.4,新疆维吾尔自治区,上海联合赛尔生物工程有限公司,国产,2017
北京北生研生物制品有限公司,黄热病减毒活疫苗,160.0,新疆维吾尔自治区,北京北生研生物制品有限公司,国产,2017
兰州生物制品研究所有限责任公司,口服轮状病毒活疫苗,172.0,新疆维吾尔自治区,兰州生物制品研究有限责任公司,国产,2017
长春长生生物科技有限责任公司,森林脑炎灭活疫苗,168.0,新疆维吾尔自治区,长春生物制品研究所有限责任公司,国产,2017
武汉生物制品研究所有限责任公司,伤寒vi多糖疫苗,60.0,新疆维吾尔自治区,武汉生物制品研究有限责任公司,国产,2017
科园信海（北京）医疗用品贸易有限公司,双价人乳头瘤病毒吸附疫苗,580.0,新疆维吾尔自治区,科园信海（北京）医疗用品贸易有限公司,国产,2017
北京民海生物科技有限公司,吸附无细胞百白破灭活脊髓灰质炎和b型流感嗜血杆菌（结合）联合疫苗,308.0,新疆维吾尔自治区,北京民海生物科技有限公司,国产,2017
国药控股股份有限公司,吸附无细胞百白破灭活脊髓灰质炎和b型流感嗜血杆菌（结合）联合疫苗,600.0,新疆维吾尔自治区,国药控股股份有限公司,国产,2017
SANOFI.PASTEUR.S.A,吸附无细胞百白破灭活脊髓灰质炎和b型流感嗜血杆菌（结合）联合疫苗,600.0,新疆维吾尔自治区,深圳赛诺菲巴斯德生物制品有限公司,国产,2017
上海联合赛尔生物工程有限公司,重组B亚单位/菌体霍乱疫苗,65.0,江苏省,上海联合赛尔生物工程有限公司,国产,2017
上海联合赛尔生物工程有限公司,重组B亚单位/菌体霍乱疫苗,86.0,江苏省,上海联合赛尔生物工程有限公司,国产,2017
浙江普康生物技术股份有限公司,冻干甲型肝炎减毒活疫苗,59.0,江苏省,浙江普康生物技术股份有限公司,国产,2017
长春长生生物科技有限责任公司,冻干甲型肝炎减毒活疫苗,55.0,江苏省,长春长生生物科技有限责任公司,国产,2017
长春长生生物科技有限责任公司,冻干甲型肝炎减毒活疫苗,60.0,江苏省,长春生物制品研究所有限责任公司,国产,2017
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,85.0,江苏省,北京科兴生物制品有限公司,国产,2017
江苏康淮生物科技有限公司,甲型肝炎灭活疫苗,80.0,江苏省,江苏康淮生物科技有限公司,国产,2017
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,106.0,江苏省,北京科兴生物制品有限公司,国产,2017
江苏康淮生物科技有限公司,甲型肝炎灭活疫苗,100.0,江苏省,江苏康淮生物科技有限公司,国产,2017
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,92.0,江苏省,北京科兴生物制品有限公司,国产,2017
江苏康淮生物科技有限公司,甲型肝炎灭活疫苗,90.0,江苏省,江苏康淮生物科技有限公司,国产,2017
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,105.0,江苏省,北京科兴生物制品有限公司,国产,2017
江苏康淮生物科技有限公司,甲型肝炎灭活疫苗,110.0,江苏省,江苏康淮生物科技有限公司,国产,2017
北京科兴生物制品有限公司,甲型乙型肝炎联合疫苗,118.0,江苏省,北京科兴生物制品有限公司,国产,2017
北京科兴生物制品有限公司,甲型乙型肝炎联合疫苗,124.0,江苏省,北京科兴生物制品有限公司,国产,2017
GLAXOSMITHKLINE.BIOLOGICALS.S.A.,重组乙型肝炎疫苗,74.0,江苏省,上海葛兰素史克生物制品有限公司,国产,2017
深圳康泰生物制品股份有限公司,重组乙型肝炎疫苗,49.0,江苏省,深圳康泰生物制品股份有限公司,国产,2017
GLAXOSMITHKLINE.BIOLOGICALS.S.A.,重组乙型肝炎疫苗,80.0,江苏省,上海葛兰素史克生物制品有限公司,国产,2017
北京天坛生物制品股份有限公司,重组乙型肝炎疫苗,36.0,江苏省,北京天坛生物制品股份有限公司,国产,2017
深圳康泰生物制品股份有限公司,重组乙型肝炎疫苗,35.0,江苏省,深圳康泰生物制品股份有限公司,国产,2017
深圳康泰生物制品股份有限公司,重组乙型肝炎疫苗,78.0,江苏省,深圳康泰生物制品股份有限公司,国产,2017
GLAXOSMITHKLINE.BIOLOGICALS.S.A.,重组乙型肝炎疫苗,89.0,江苏省,上海葛兰素史克生物制品有限公司,国产,2017
深圳康泰生物制品股份有限公司,重组乙型肝炎疫苗,230.0,江苏省,深圳康泰生物制品股份有限公司,国产,2017
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,60.0,江苏省,华北制药金坦生物技术股份有限公司,国产,2017
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,70.0,江苏省,华北制药金坦生物技术股份有限公司,国产,2017
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,80.0,江苏省,华北制药金坦生物技术股份有限公司,国产,2017
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,90.0,江苏省,华北制药金坦生物技术股份有限公司,国产,2017
大连汉信生物制药有限公司,重组乙型肝炎疫苗,47.0,江苏省,大连汉信生物制药有限公司,国产,2017
华兰生物疫苗有限公司,重组乙型肝炎疫苗,13.5,江苏省,华兰生物疫苗有限公司,国产,2017
大连汉信生物制药有限公司,重组乙型肝炎疫苗,71.0,江苏省,大连汉信生物制药有限公司,国产,2017
华兰生物疫苗有限公司,重组乙型肝炎疫苗,41.0,江苏省,华兰生物疫苗有限公司,国产,2017
大连汉信生物制药有限公司,重组乙型肝炎疫苗,73.0,江苏省,大连汉信生物制药有限公司,国产,2017
大连汉信生物制药有限公司,重组乙型肝炎疫苗,88.0,江苏省,大连汉信生物制药有限公司,国产,2017
厦门万泰沧海生物技术有限公司,重组戊型肝炎疫苗,160.0,江苏省,厦门万泰沧海生物技术有限公司,国产,2017
上海生物制品研究所有限责任公司,麻腮风联合减毒活疫苗,76.0,江苏省,上海生物制品研究所有限责任公司,国产,2017
北京天坛生物制品股份有限公司,麻腮风联合减毒活疫苗,76.0,江苏省,北京天坛生物制品股份有限公司,国产,2017
北京民海生物科技有限公司,麻疹风疹联合减毒活疫苗,55.0,江苏省,北京民海生物科技有限公司,国产,2017
浙江卫信生物药业有限公司,腮腺炎减毒活疫苗,44.0,江苏省,浙江卫信生物药业有限公司,国产,2017
科兴（大连）疫苗技术有限公司,腮腺炎减毒活疫苗,44.0,江苏省,科兴（大连）疫苗技术有限公司,国产,2017
浙江卫信生物药业有限公司,双价肾综合征出血热灭活疫苗,44.0,江苏省,浙江卫信生物药业有限公司,国产,2017
罗益（无锡）生物制药有限公司,双价肾综合征出血热灭活疫苗,44.0,江苏省,罗益（无锡）生物制药有限公司,国产,2017
长春长生生物科技有限责任公司,人用狂犬病疫苗,53.0,江苏省,长春长生生物科技有限责任公司,国产,2017
辽宁成大生物股份有限公司,人用狂犬病疫苗,72.0,江苏省,辽宁成大生物股份有限公司,国产,2017
长春长生生物科技有限责任公司,人用狂犬病疫苗,62.0,江苏省,长春长生生物科技有限责任公司,国产,2017
辽宁成大生物股份有限公司,人用狂犬病疫苗,67.0,江苏省,辽宁成大生物股份有限公司,国产,2017
广州诺诚生物制品股份有限公司,人用狂犬病疫苗,53.0,江苏省,广州诺诚生物制品股份有限公司,国产,2017
宁波荣安生物药业有限公司,人用狂犬病疫苗,53.0,江苏省,宁波荣安生物药业有限公司,国产,2017
成都康华生物制品有限公司,人用狂犬病疫苗,285.0,江苏省,成都康华生物制品有限公司,国产,2017
吉林迈丰生物药业有限公司,人用狂犬病疫苗,52.0,江苏省,吉林迈丰生物药业有限公司,国产,2017
辽宁成大生物股份有限公司,人用狂犬病疫苗,57.0,江苏省,辽宁成大生物股份有限公司,国产,2017
河南远大生物制药有限公司,人用狂犬病疫苗,55.6,江苏省,河南远大生物制药有限公司,国产,2017
中科生物制药股份有限公司,人用狂犬病疫苗,49.0,江苏省,中科生物制药股份有限公司,国产,2017
CHIRON.BEHRING.VACCINES.PRIVATE.LTD.,人用狂犬病疫苗,198.0,江苏省,科园信海（北京）医疗用品贸易有限公司,国产,2017
辽宁成大生物股份有限公司,乙型脑炎灭活疫苗,98.0,江苏省,辽宁成大生物股份有限公司,国产,2017
武汉生物制品研究所有限责任公司,伤寒vi多糖疫苗,70.0,江苏省,武汉生物制品研究所有限责任公司,国产,2017
长春长生生物科技有限责任公司,ACYW135群脑膜炎球菌多糖疫苗,55.0,江苏省,长春长生生物科技有限责任公司,国产,2017
玉溪沃森生物技术有限公司,ACYW135群脑膜炎球菌多糖疫苗,65.0,江苏省,玉溪沃森生物技术有限公司,国产,2017
北京智飞绿竹生物制药有限公司,ACYW135群脑膜炎球菌多糖疫苗,63.0,江苏省,北京智飞绿竹生物制药有限公司,国产,2017
华兰生物疫苗有限公司,ACYW135群脑膜炎球菌多糖疫苗,59.0,江苏省,华兰生物疫苗有限公司,国产,2017
浙江天元生物药业有限公司,ACYW135群脑膜炎球菌多糖疫苗,86.0,江苏省,浙江天元生物药业有限公司,国产,2017
北京智飞绿竹生物制药有限公司,A群C群脑膜炎球菌多糖结合疫苗,77.0,江苏省,北京智飞绿竹生物制药有限公司,国产,2017
玉溪沃森生物技术有限公司,A群C群脑膜炎球菌多糖结合疫苗,83.0,江苏省,玉溪沃森生物技术有限公司,国产,2017
罗益（无锡）生物制药有限公司,A群C群脑膜炎球菌多糖结合疫苗,118.0,江苏省,罗益（无锡）生物制药有限公司,国产,2017
北京智飞绿竹生物制药有限公司,AC群脑膜炎球菌（结合）b型流感嗜血杆菌（结合）联合疫苗,216.0,江苏省,北京智飞绿竹生物制药有限公司,国产,2017
玉溪沃森生物技术有限公司,b型流感嗜血杆菌结合疫苗,82.0,江苏省,玉溪沃森生物技术有限公司,国产,2017
北京智飞绿竹生物制药有限公司,b型流感嗜血杆菌结合疫苗,79.0,江苏省,北京智飞绿竹生物制药有限公司,国产,2017
兰州生物制品研究所有限责任公司,b型流感嗜血杆菌结合疫苗,65.0,江苏省,兰州生物制品研究所有限责任公司,国产,2017
玉溪沃森生物技术有限公司,b型流感嗜血杆菌结合疫苗,105.0,江苏省,玉溪沃森生物技术有限公司,国产,2017
北京民海生物科技有限公司,b型流感嗜血杆菌结合疫苗,90.0,江苏省,北京民海生物科技有限公司,国产,2017
SANOFI.PASTEUR.S.A,b型流感嗜血杆菌结合疫苗,106.0,江苏省,深圳赛诺菲巴斯德生物制品有限公司,国产,2017
北京民海生物科技有限公司,吸附无细胞百白破灭活脊髓灰质炎和b型流感嗜血杆菌（结合）联合疫苗,298.0,江苏省,北京民海生物科技有限公司,国产,2017
SANOFI.PASTEUR.S.A,吸附无细胞百白破灭活脊髓灰质炎和b型流感嗜血杆菌（结合）联合疫苗,600.0,江苏省,深圳赛诺菲巴斯德生物制品有限公司,国产,2017
SANOFI.PASTEUR.S.A,吸附无细胞百白破灭活脊髓灰质炎和b型流感嗜血杆菌（结合）联合疫苗,600.0,江苏省,国药控股股份有限公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,24.0,江苏省,长春长生生物科技有限责任公司,国产,2017
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,22.0,江苏省,北京科兴生物制品有限公司,国产,2017
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,23.6,江苏省,大连雅立峰生物制药有限公司,国产,2017
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,25.0,江苏省,北京科兴生物制品有限公司,国产,2017
华兰生物疫苗有限公司,流行性感冒病毒裂解疫苗,25.0,江苏省,华兰生物疫苗有限公司,国产,2017
SANOFI.PASTEUR.S.A,流行性感冒病毒裂解疫苗,29.0,江苏省,深圳赛诺菲巴斯德生物制品有限公司,国产,2017
上海生物制品研究所有限责任公司,流行性感冒病毒裂解疫苗,29.0,江苏省,上海生物制品研究所有限责任公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,27.0,江苏省,长春生物制品研究所有限责任公司,国产,2017
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,36.0,江苏省,北京科兴生物制品有限公司,国产,2017
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,37.8,江苏省,大连雅立峰生物制药有限公司,国产,2017
华兰生物疫苗有限公司,流行性感冒病毒裂解疫苗,41.0,江苏省,华兰生物疫苗有限公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,46.0,江苏省,长春生物制品研究所有限责任公司,国产,2017
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,42.0,江苏省,北京科兴生物制品有限公司,国产,2017
华兰生物疫苗有限公司,流行性感冒病毒裂解疫苗,44.5,江苏省,华兰生物疫苗有限公司,国产,2017
上海生物制品研究所有限责任公司,流行性感冒病毒裂解疫苗,49.0,江苏省,上海生物制品研究所有限责任公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,47.0,江苏省,长春生物制品研究所有限责任公司,国产,2017
台湾国光生物科技股份有限公司,流行性感冒病毒裂解疫苗,128.0,江苏省,杭州诚丰生物医药有限公司,国产,2017
SANOFI.PASTEUR.S.A,流行性感冒病毒裂解疫苗,65.0,江苏省,深圳赛诺菲巴斯德生物制品有限公司,国产,2017
北京科兴生物制品有限公司,肠道病毒71型灭活疫苗,168.0,江苏省,北京科兴生物制品有限公司,国产,2017
北京科兴生物制品有限公司,肠道病毒71型灭活疫苗,188.0,江苏省,北京科兴生物制品有限公司,国产,2017
中国医学科学院医学生物学研究所,肠道病毒71型灭活疫苗,168.0,江苏省,中国医学科学院医学生物学研究所,国产,2017
中国医学科学院医学生物学研究所,肠道病毒71型灭活疫苗,188.0,江苏省,中国医学科学院医学生物学研究所,国产,2017
长春长生生物科技有限责任公司,水痘减毒活疫苗,140.0,江苏省,长春长生生物科技有限责任公司,国产,2017
长春百克生物科技股份公司,水痘减毒活疫苗,136.0,江苏省,长春百克生物科技股份公司,国产,2017
上海生物制品研究所有限责任公司,水痘减毒活疫苗,136.0,江苏省,上海生物制品研究所有限责任公司,国产,2017
长春长生生物科技有限责任公司,水痘减毒活疫苗,146.0,江苏省,长春长生生物科技有限责任公司,国产,2017
长春百克生物科技股份公司,水痘减毒活疫苗,149.8,江苏省,长春百克生物科技股份公司,国产,2017
兰州生物制品研究所有限责任公司,口服轮状病毒活疫苗,172.0,江苏省,兰州生物制品研究所有限责任公司,国产,2017
成都生物制品研究所有限责任公司,23价肺炎球菌多糖疫苗,182.0,江苏省,成都生物制品研究所有限责任公司,国产,2017
MERCK.SHARP.DOHME.CORP.,23价肺炎球菌多糖疫苗,204.0,江苏省,北京科园信海医药经营有限公司,国产,2017
北京北生研生物制品有限公司,麻腮风联合减毒活疫苗,76.0,江西省,北京北生研生物制品有限公司,国产,2016
北京北生研生物制品有限公司,重组乙型肝炎疫苗,35.0,江西省,北京北生研生物制品有限公司,国产,2016
北京北生研生物制品有限公司,麻疹风疹联合减毒活疫苗,40.0,江西省,北京北生研生物制品有限公司,国产,2016
北京北生研生物制品有限公司,黄热病减毒活疫苗,160.0,江西省,北京北生研生物制品有限公司,国产,2016
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,98.0,江西省,北京科兴生物制品有限公司,国产,2016
北京科兴生物制品有限公司,甲型乙型肝炎联合疫苗,105.0,江西省,北京科兴生物制品有限公司,国产,2016
北京科兴生物制品有限公司,肠道病毒71型灭活疫苗,188.0,江西省,北京科兴生物制品有限公司,国产,2016
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,76.6,江西省,北京科兴生物制品有限公司,国产,2016
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,90.0,江西省,北京科兴生物制品有限公司,国产,2016
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,105.0,江西省,北京科兴生物制品有限公司,国产,2016
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,23.0,江西省,北京科兴生物制品有限公司,国产,2016
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,39.0,江西省,北京科兴生物制品有限公司,国产,2016
北京科兴生物制品有限公司,肠道病毒71型灭活疫苗,168.0,江西省,北京科兴生物制品有限公司,国产,2016
北京民海生物科技有限公司,b型流感嗜血杆菌结合疫苗,80.0,江西省,北京民海生物科技有限公司,国产,2016
北京民海生物科技有限公司,b型流感嗜血杆菌结合疫苗,70.0,江西省,北京民海生物科技有限公司,国产,2016
北京民海生物科技有限公司,吸附无细胞百白破灭活脊髓灰质炎和b型流感嗜血杆菌（结合）联合疫苗,275.0,江西省,北京民海生物科技有限公司,国产,2016
北京民海生物科技有限公司,麻疹风疹联合减毒活疫苗,41.0,江西省,北京民海生物科技有限公司,国产,2016
北京智飞绿竹生物制药有限公司,ACYW135群脑膜炎球菌多糖疫苗,59.0,江西省,北京智飞绿竹生物制药有限公司,国产,2016
北京智飞绿竹生物制药有限公司,AC群脑膜炎球菌（结合）b型流感嗜血杆菌（结合）联合疫苗,210.0,江西省,北京智飞绿竹生物制药有限公司,国产,2016
北京智飞绿竹生物制药有限公司,b型流感嗜血杆菌结合疫苗,68.0,江西省,北京智飞绿竹生物制药有限公司,国产,2016
成都康华生物制品有限公司,人用狂犬病疫苗,255.0,江西省,成都康华生物制品有限公司,国产,2016
成都欧林生物科技股份有限公司,b型流感嗜血杆菌结合疫苗,73.0,江西省,成都欧林生物科技股份有限公司,国产,2016
成都欧林生物科技股份有限公司,吸附破伤风疫苗,158.0,江西省,成都欧林生物科技股份有限公司,国产,2016
成都生物制品研究所有限责任公司,23价肺炎球菌多糖疫苗,182.0,江西省,成都生物制品研究所有限责任公司,国产,2016
大连汉信生物制药有限公司,重组乙型肝炎疫苗,46.0,江西省,大连汉信生物制药有限公司,国产,2016
大连汉信生物制药有限公司,重组乙型肝炎疫苗,84.0,江西省,大连汉信生物制药有限公司,国产,2016
大连汉信生物制药有限公司,重组乙型肝炎疫苗,68.4,江西省,大连汉信生物制药有限公司,国产,2016
大连汉信生物制药有限公司,重组乙型肝炎疫苗,70.0,江西省,大连汉信生物制药有限公司,国产,2016
大连雅立峰生物制药有限公司,人用狂犬病疫苗,48.0,江西省,大连雅立峰生物制药有限公司,国产,2016
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,24.0,江西省,大连雅立峰生物制药有限公司,国产,2016
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,20.0,江西省,大连雅立峰生物制药有限公司,国产,2016
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,42.0,江西省,大连雅立峰生物制药有限公司,国产,2016
大连雅立峰生物制药有限公司,流行性感冒病毒裂解疫苗,37.0,江西省,大连雅立峰生物制药有限公司,国产,2016
广州诺诚生物制品股份有限公司,人用狂犬病疫苗,53.0,江西省,广州诺诚生物制品股份有限公司,国产,2016
国药控股股份有限公司,吸附无细胞百白破灭活脊髓灰质炎和b型流感嗜血杆菌（结合）联合疫苗,599.0,江西省,国药控股股份有限公司,进口,2016
杭州诚丰生物医药有限公司,流行性感冒病毒裂解疫苗,128.0,江西省,杭州诚丰生物医药有限公司,进口,2016
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,88.0,江西省,华北制药金坦生物技术股份有限公司,国产,2016
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,80.0,江西省,华北制药金坦生物技术股份有限公司,国产,2016
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,85.0,江西省,华北制药金坦生物技术股份有限公司,国产,2016
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,70.0,江西省,华北制药金坦生物技术股份有限公司,国产,2016
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,60.0,江西省,华北制药金坦生物技术股份有限公司,国产,2016
